01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,00,00,00,05,01,01,01,01,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,01,01,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,01,01,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,03,01,00,01,05,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,01,01,00,00,00,00,00,00,01,00,01,01,01,01,01,04,00,00,00,00,01
01,01,01,00,00,00,01,01,03,01,01,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,01,01,04,00,00,00,00,01,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,00,01,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,00,01,01,00,06,01,00,00,00,01,01,00,00,00,00,00,00,01
01,00,00,00,00,00,00,00,01,01,00,00,01,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,00,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,06,01,01,04,00,00,00,00,00,00,00,00,00,00,00,00,00,01
01,03,03,02,02,02,00,00,01,01,00,00,03,03,03,03,03,03,00,00,00,00,00,00,01
01,01,01,01,01,01,04,00,01,01,00,00,01,01,01,01,01,01,01,01,00,00,00,00,01
01,00,00,00,00,00,00,00,01,01,00,00,01,01,01,01,01,01,01,01,00,00,00,00,01
01,00,00,00,00,00,00,00,01,01,00,00,00,05,00,00,00,00,05,00,00,00,00,00,01
01,00,00,00,00,03,00,00,01,01,00,00,00,00,03,00,00,03,00,00,00,00,00,00,01
01,02,02,07,02,02,07,02,01,01,02,02,02,02,02,02,02,02,02,02,02,02,02,02,01


